"CODIGO","DESCRIPCION"
"F98","F01-F99,F90-F98,,,,Otros trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2"
"F80","F01-F99,F80-F89,,,,Trastornos específicos del desarrollo del habla y del lenguaje,2"
"F81","F01-F99,F80-F89,,,,Trastornos específicos del desarrollo de las habilidades escolares,2"
"F82","F01-F99,F80-F89,,,,Trastorno específico del desarrollo de la función motriz,2"
"F83","F01-F99,F80-F89,,,,Trastornos específicos mixtos del desarrollo,2"
"F84","F01-F99,F80-F89,,,,Trastornos generalizados del desarrollo,2"
"Y85-Y89","V01-Y99,,,,,Secuelas de causas externas de morbilidad y de mortalidad,1"
"Y90-Y98","V01-Y99,,,,,Factores suplementarios relacionados con causas de morbilidad y de mortalidad clasificadas en otra parte,1"
"H93","H60-H95,H90-H95,,,,""Otros trastornos del oído, no clasificados en otra parte"",2"
"H94","H60-H95,H90-H95,,,,Otros trastornos del oído en enfermedades clasificadas en otra parte,2"
"H95","H60-H95,H90-H95,,,,""Trastornos del oído y de la apófisis mastoides consecutivos a procedimientos, no clasificados en otra parte"",2"
"F70","F01-F99,F70-F79,,,,Retraso mental leve,2"
"F71","F01-F99,F70-F79,,,,Retraso mental moderado,2"
"F72","F01-F99,F70-F79,,,,Retraso mental grave,2"
"F73","F01-F99,F70-F79,,,,Retraso mental profundo,2"
"F78","F01-F99,F70-F79,,,,Otros tipos de retraso mental,2"
"F60","F01-F99,F60-F69,,,,Trastornos específicos de la personalidad,2"
"F61","F01-F99,F60-F69,,,,Trastornos mixtos y otros trastornos de la personalidad,2"
"F62","F01-F99,F60-F69,,,,""Cambios perdurables de la personalidad, no atribuibles a lesión o a enfermedad cerebral"",2"
"F50","F01-F99,F50-F59,,,,Trastornos de la ingestión de alimentos,2"
"F51","F01-F99,F50-F59,,,,Trastornos no orgánicos del sueño,2"
"F52","F01-F99,F50-F59,,,,Disfunción sexual no ocasionada por trastorno ni enfermedad orgánicos,2"
"F53","F01-F99,F50-F59,,,,""Trastornos mentales y del comportamiento asociados con el puerperio, no clasificados en otra parte"",2"
"F54","F01-F99,F50-F59,,,,Factores psicológicos y del comportamiento asociados con trastornos o enfermedades clasificados en otra parte,2"
"F55","F01-F99,F50-F59,,,,Abuso de sustancias que no producen dependencia,2"
"H55","H00-H59,H55-H59,,,,Nistagmo y otros movimientos oculares irregulares,2"
"H57","H00-H59,H55-H59,,,,Otros trastornos del ojo y sus anexos,2"
"H58","H00-H59,H55-H59,,,,Otros trastornos del ojo y sus anexos en enfermedades clasificadas en otra parte,2"
"H59","H00-H59,H55-H59,,,,""Trastornos del ojo y sus anexos consecutivos a procedimientos, no clasificados en otra parte"",2"
"A00","A00-B99,A00-A09,,,,Cólera,2"
"A01","A00-B99,A00-A09,,,,Fiebres tifoidea y paratifoidea,2"
"A02","A00-B99,A00-A09,,,,Otras infecciones debidas a Salmonella,2"
"A03","A00-B99,A00-A09,,,,Shigelosis,2"
"A04","A00-B99,A00-A09,,,,Otras infecciones intestinales bacterianas,2"
"A05","A00-B99,A00-A09,,,,""Otras intoxicaciones alimentarias bacterianas, no clasificadas en otra parte"",2"
"A06","A00-B99,A00-A09,,,,Amebiasis,2"
"G90","G00-G99,G90-G99,,,,Trastornos del sistema nervioso autónomo,2"
"G91","G00-G99,G90-G99,,,,Hidrocéfalo,2"
"G92","G00-G99,G90-G99,,,,Encefalopatía tóxica,2"
"G93","G00-G99,G90-G99,,,,Otros trastornos del encéfalo,2"
"G94","G00-G99,G90-G99,,,,Otros trastornos del encéfalo en enfermedades clasificadas en otra parte,2"
"G95","G00-G99,G90-G99,,,,Otras enfermedades de la médula espinal,2"
"G96","G00-G99,G90-G99,,,,Otros trastornos del sistema nervioso central,2"
"G80","G00-G99,G80-G83,,,,Parálisis cerebral,2"
"G81","G00-G99,G80-G83,,,,Hemiplejía,2"
"G82","G00-G99,G80-G83,,,,Paraplejía y cuadriplejía,2"
"G83","G00-G99,G80-G83,,,,Otros síndromes paralíticos,2"
"G70","G00-G99,G70-G73,,,,Miastenia gravis y otros trastornos neuromusculares,2"
"G71","G00-G99,G70-G73,,,,Trastornos musculares primarios,2"
"G72","G00-G99,G70-G73,,,,Otras miopatías,2"
"G60","G00-G99,G60-G64,,,,Neuropatía hereditaria e idiopática,2"
"G61","G00-G99,G60-G64,,,,Polineuropatía inflamatoria,2"
"G62","G00-G99,G60-G64,,,,Otras polineuropatías,2"
"G63","G00-G99,G60-G64,,,,Polineuropatías en enfermedades clasificadas en otra parte,2"
"G64","G00-G99,G60-G64,,,,Otros trastornos del sistema nervioso periférico,2"
"G50","G00-G99,G50-G59,,,,Trastornos del nervio trigémino,2"
"G51","G00-G99,G50-G59,,,,Trastornos del nervio facial,2"
"G52","G00-G99,G50-G59,,,,Trastornos de otros nervios craneales,2"
"G53","G00-G99,G50-G59,,,,Trastornos de los nervios craneales en enfermedades clasificadas en otra parte,2"
"G40","G00-G99,G40-G47,,,,Epilepsia,2"
"G41","G00-G99,G40-G47,,,,Estado de mal epiléptico,2"
"G43","G00-G99,G40-G47,,,,Migraña,2"
"H68","H60-H95,H65-H75,,,,Inflamación y obstrucción de la trompa de Eustaquio,2"
"H69","H60-H95,H65-H75,,,,Otros trastornos de la trompa de Eustaquio,2"
"H70","H60-H95,H65-H75,,,,Mastoiditis y afecciones relacionadas,2"
"H71","H60-H95,H65-H75,,,,Colesteatoma del oído medio,2"
"H72","H60-H95,H65-H75,,,,Perforación de la membrana timpánica,2"
"H73","H60-H95,H65-H75,,,,Otros trastornos de la membrana timpánica,2"
"H74","H60-H95,H65-H75,,,,Otros trastornos del oído medio y de la apófisis mastoides,2"
"H75","H60-H95,H65-H75,,,,Otros trastornos del oído medio y de la apófisis mastoides en enfermedades clasificadas en otra parte,2"
"G35","G00-G99,G35-G37,,,,Esclerosis múltiple,2"
"G36","G00-G99,G35-G37,,,,Otras desmielinizaciones diseminadas agudas,2"
"G37","G00-G99,G35-G37,,,,Otras enfermedades desmielinizantes del sistema nervioso central,2"
"G30","G00-G99,G30-G32,,,,Enfermedad de Alzheimer,2"
"G31","G00-G99,G30-G32,,,,""Otras enfermedades degenerativas del sistema nervioso, no clasificadas en otra parte"",2"
"G32","G00-G99,G30-G32,,,,Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas en otra parte,2"
"D37","C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos,2"
"D38","C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido del oído medio y de los órganos respiratorios e intratorácicos,2"
"D39","C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de los órganos genitales femeninos,2"
"D40","C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de los órganos genitales masculinos,2"
"D41","C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de los órganos urinarios,2"
"D42","C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de las meninges,2"
"D43","C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central,2"
"D10","C00-D49,D10-D36,,,,Tumor benigno de la boca y de la faringe,2"
"D11","C00-D49,D10-D36,,,,Tumor benigno de las glándulas salivales mayores,2"
"D12","C00-D49,D10-D36,,,,""Tumor benigno del colon, del recto, del conducto anal y del ano"",2"
"D00","C00-D49,D00-D09,,,,""Carcinoma in situ de la cavidad bucal, del esófago y del estómago"",2"
"D01","C00-D49,D00-D09,,,,Carcinoma in situ de otros órganos digestivos y de los no especificados,2"
"D02","C00-D49,D00-D09,,,,Carcinoma in situ del sistema respiratorio y del oído medio,2"
"D03","C00-D49,D00-D09,,,,Melanoma in situ,2"
"D04","C00-D49,D00-D09,,,,Carcinoma in situ de la piel,2"
"D05","C00-D49,D00-D09,,,,Carcinoma in situ de la mama,2"
"D06","C00-D49,D00-D09,,,,Carcinoma in situ del cuello del útero,2"
"C00-C75","C00-D49,C00-C97,,,,y afines,2"
"C76-C80","C00-D49,C00-C97,,,,""Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados"",2"
"C81-C96","C00-D49,C00-C97,,,,""Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines"",2"
"C97","C00-D49,C00-C97,,,,Tumores malignos (primarios) de sitios múltiples independientes,2"
"D70","D50-D89,D70-D77,,,,Agranulocitosis,2"
"D71","D50-D89,D70-D77,,,,Trastornos funcionales de los polimorfonucleares neutrófilos,2"
"D72","D50-D89,D70-D77,,,,Otros trastornos de los leucocitos,2"
"D73","D50-D89,D70-D77,,,,Enfermedades del bazo,2"
"D74","D50-D89,D70-D77,,,,Metahemoglobinemia,2"
"D65","D50-D89,D65-D69,,,,Coagulación intravascular diseminada [síndrome de desfibrinación],2"
"D66","D50-D89,D65-D69,,,,Deficiencia hereditaria del factor VIII,2"
"D67","D50-D89,D65-D69,,,,Deficiencia hereditaria del factor IX,2"
"D68","D50-D89,D65-D69,,,,Otros defectos de la coagulación,2"
"D69","D50-D89,D65-D69,,,,Púrpura y otras afecciones hemorrágicas,2"
"D60","D50-D89,D60-D64,,,,""Aplasia adquirida, exclusiva de la serie roja [eritroblastopenia]"",2"
"D61","D50-D89,D60-D64,,,,Otras anemias aplásticas,2"
"D62","D50-D89,D60-D64,,,,Anemia posthemorrágica aguda,2"
"D63","D50-D89,D60-D64,,,,Anemia en enfermedades crónicas clasificadas en otra parte,2"
"D64","D50-D89,D60-D64,,,,Otras anemias,2"
"D55","D50-D89,D55-D59,,,,Anemia debida a trastornos enzimáticos,2"
"D56","D50-D89,D55-D59,,,,Talasemia,2"
"D57","D50-D89,D55-D59,,,,Trastornos falciformes,2"
"D58","D50-D89,D55-D59,,,,Otras anemias hemolíticas hereditarias,2"
"D59","D50-D89,D55-D59,,,,Anemia hemolítica adquirida,2"
"D50","D50-D89,D50-D53,,,,Anemias por deficiencia de hierro,2"
"D51","D50-D89,D50-D53,,,,Anemia por deficiencia de vitamina B12,2"
"D52","D50-D89,D50-D53,,,,Anemia por deficiencia de folatos,2"
"D53","D50-D89,D50-D53,,,,Otras anemias nutricionales,2"
"E20","E00-E89,E20-E35,,,,Hipoparatiroidismo,2"
"E21","E00-E89,E20-E35,,,,Hiperparatiroidismo y otros trastornos de la glándula paratiroides,2"
"E22","E00-E89,E20-E35,,,,Hiperfunción de la glándula hipófisis,2"
"E23","E00-E89,E20-E35,,,,Hipofunción y otros trastornos de la glándula hipófisis,2"
"E24","E00-E89,E20-E35,,,,Síndrome de Cushing,2"
"E15","E00-E89,E15-E16,,,,Coma hipoglicémico no diabético,2"
"E16","E00-E89,E15-E16,,,,Otros trastornos de la secreción interna del páncreas,2"
"E10","E00-E89,E10-E14,,,,Diabetes mellitus insulinodependiente,2"
"E11","E00-E89,E10-E14,,,,Diabetes mellitus no insulinodependiente,2"
"E12","E00-E89,E10-E14,,,,Diabetes mellitus asociada con desnutrición,2"
"E13","E00-E89,E10-E14,,,,Otras diabetes mellitus especificadas,2"
"E00","E00-E89,E00-E07,,,,Síndrome congénito de deficiencia de yodo,2"
"E01","E00-E89,E00-E07,,,,Trastornos tiroideos vinculados a deficiencia de yodo y afecciones relacionadas,2"
"E02","E00-E89,E00-E07,,,,Hipotiroidismo subclínico por deficiencia de yodo,2"
"E03","E00-E89,E00-E07,,,,Otros hipotiroidismos,2"
"E04","E00-E89,E00-E07,,,,Otros bocios no tóxicos,2"
"E05","E00-E89,E00-E07,,,,Tirotoxicosis [hipertiroidismo],2"
"E06","E00-E89,E00-E07,,,,Tiroiditis,2"
"F25","F01-F99,F20-F29,,,,Trastornos esquizoafectivos,2"
"F28","F01-F99,F20-F29,,,,Otros trastornos psicóticos de origen no orgánico,2"
"F29","F01-F99,F20-F29,,,,""Psicosis de origen no orgánico, no especificada"",2"
"F16","F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de alucinógenos,2"
"F17","F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de tabaco,2"
"F18","F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles,2"
"F19","F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas,2"
"F03","F01-F99,F00-F09,,,,""Demencia, no especificada"",2"
"F04","F01-F99,F00-F09,,,,""Síndrome amnésico orgánico, no inducido por ­alcohol o por otras sustancias psicoactivas"",2"
"F05","F01-F99,F00-F09,,,,""Delirio, no inducido por alcohol o por otras ­sustancias psicoactivas"",2"
"F06","F01-F99,F00-F09,,,,""Otros trastornos mentales debidos a lesión y disfunción cerebral, y a enfermedad física"",2"
"F07","F01-F99,F00-F09,,,,""Trastornos de la personalidad y del comportamiento debidos a enfermedad, lesión o disfunción cerebral"",2"
"F09","F01-F99,F00-F09,,,,""Trastorno mental orgánico o sintomático, no especificado"",2"
"H33","H00-H59,H30-H36,,,,Desprendimiento y desgarro de la retina,2"
"H34","H00-H59,H30-H36,,,,Oclusión vascular de la retina,2"
"H35","H00-H59,H30-H36,,,,Otros trastornos de la retina,2"
"H36","H00-H59,H30-H36,,,,Trastornos de la retina en enfermedades clasificadas en otra parte,2"
"T90-T98","S00-T88,,,,,""Secuelas de traumatismos, de envenenamientos y de otras consecuencias de causas externas"",1"
"G26","G00-G99,G20-G26,,,,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte,2"
"Z30","Z00-Z99,Z30-Z39,,,,Atención para la anticoncepción,2"
"Z31","Z00-Z99,Z30-Z39,,,,Atención para la procreación,2"
"Z32","Z00-Z99,Z30-Z39,,,,Examen y prueba del embarazo,2"
"Z33","Z00-Z99,Z30-Z39,,,,""Estado de embarazo, incidental"",2"
"Z34","Z00-Z99,Z30-Z39,,,,Supervisión de embarazo normal,2"
"Z35","Z00-Z99,Z30-Z39,,,,Supervisión de embarazo de alto riesgo,2"
"Z20","Z00-Z99,Z20-Z29,,,,Contacto con y exposición a enfermedades transmisibles,2"
"Z21","Z00-Z99,Z20-Z29,,,,Estado de infección asintomática por el virus de la inmunodeficiencia humana [VIH],2"
"Z22","Z00-Z99,Z20-Z29,,,,Portador de agente de enfermedad infecciosa,2"
"Z00","Z00-Z99,Z00-Z13,,,,Examen general e investigación de personas sin quejas o sin diagnóstico informado,2"
"Z01","Z00-Z99,Z00-Z13,,,,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,2"
"Z02","Z00-Z99,Z00-Z13,,,,Exámenes y contactos para fines administrativos,2"
"Z03","Z00-Z99,Z00-Z13,,,,Observación y evaluación médicas por sospecha de enfermedades y afecciones,2"
"Z04","Z00-Z99,Z00-Z13,,,,Examen y observación por otras razones,2"
"Z08","Z00-Z99,Z00-Z13,,,,Examen de seguimiento consecutivo al tratamiento por tumor maligno,2"
"T00","S00-T88,T00-T07,,,,Traumatismos superficiales que afectan múltiples regiones del cuerpo,2"
"T01","S00-T88,T00-T07,,,,Heridas que afectan múltiples regiones del cuerpo,2"
"S90","S00-T88,S90-S99,,,,Traumatismo superficial del tobillo y del pie,2"
"S91","S00-T88,S90-S99,,,,Herida del tobillo y del pie,2"
"S92","S00-T88,S90-S99,,,,""Fractura del pie, excepto del tobillo"",2"
"S93","S00-T88,S90-S99,,,,""Luxación, esguince y torcedura de articulaciones y ligamentos del tobillo y del pie"",2"
"S94","S00-T88,S90-S99,,,,Traumatismo de nervios a nivel del pie y del tobillo,2"
"S80","S00-T88,S80-S89,,,,Traumatismo superficial de la pierna,2"
"S81","S00-T88,S80-S89,,,,Herida de la pierna,2"
"S82","S00-T88,S80-S89,,,,""Fractura de la pierna, inclusive el tobillo"",2"
"S83","S00-T88,S80-S89,,,,""Luxación, esguince y torcedura de articulaciones y ligamentos de la rodilla"",2"
"S70","S00-T88,S70-S79,,,,Traumatismo superficial de la cadera y del muslo,2"
"S71","S00-T88,S70-S79,,,,Herida de la cadera y del muslo,2"
"S72","S00-T88,S70-S79,,,,Fractura del fémur,2"
"S73","S00-T88,S70-S79,,,,""Luxación, esguince y torcedura de la articulación y de los ligamentos de la cadera"",2"
"S60","S00-T88,S60-S69,,,,Traumatismo superficial de la muñeca y de la mano,2"
"S61","S00-T88,S60-S69,,,,Herida de la muñeca y de la mano,2"
"S62","S00-T88,S60-S69,,,,Fractura a nivel de la muñeca y de la mano,2"
"S50","S00-T88,S50-S59,,,,Traumatismo superficial del antebrazo y del codo,2"
"S51","S00-T88,S50-S59,,,,Herida del antebrazo y del codo,2"
"S52","S00-T88,S50-S59,,,,Fractura del antebrazo,2"
"S53","S00-T88,S50-S59,,,,""Luxación, esguince y torcedura de articulaciones y ligamentos del codo"",2"
"S54","S00-T88,S50-S59,,,,Traumatismo de nervios a nivel del antebrazo,2"
"S40","S00-T88,S40-S49,,,,Traumatismo superficial del hombro y del brazo,2"
"S41","S00-T88,S40-S49,,,,Herida del hombro y del brazo,2"
"S42","S00-T88,S40-S49,,,,Fractura del hombro y del brazo,2"
"S43","S00-T88,S40-S49,,,,""Luxación, esguince y torcedura de articulaciones y ligamentos de la cintura escapular"",2"
"S44","S00-T88,S40-S49,,,,Traumatismo de nervios a nivel del hombro y del brazo,2"
"I20","I00-I99,I20-I25,,,,Angina de pecho,2"
"I21","I00-I99,I20-I25,,,,Infarto agudo del miocardio,2"
"I22","I00-I99,I20-I25,,,,Infarto subsecuente del miocardio,2"
"I23","I00-I99,I20-I25,,,,Ciertas complicaciones presentes posteriores al infarto agudo del miocardio,2"
"I10","I00-I99,I10-I15,,,,Hipertensión esencial (primaria),2"
"I11","I00-I99,I10-I15,,,,Enfermedad cardíaca hipertensiva,2"
"I12","I00-I99,I10-I15,,,,Enfermedad renal hipertensiva,2"
"I05","I00-I99,I05-I09,,,,Enfermedades reumáticas de la válvula mitral,2"
"I06","I00-I99,I05-I09,,,,Enfermedades reumáticas de la válvula aórtica,2"
"I07","I00-I99,I05-I09,,,,Enfermedades reumáticas de la válvula tricúspide,2"
"I08","I00-I99,I05-I09,,,,Enfermedades valvulares múltiples,2"
"I09","I00-I99,I05-I09,,,,Otras enfermedades reumáticas del corazón,2"
"I00","I00-I99,I00-I02,,,,Fiebre reumática sin mención de complicación cardíaca,2"
"I01","I00-I99,I00-I02,,,,Fiebre reumática con complicación cardíaca,2"
"I02","I00-I99,I00-I02,,,,Corea reumática,2"
"J30","J00-J99,J30–J39 ,,,,Rinitis alérgica y vasomotora,2"
"J31","J00-J99,J30–J39 ,,,,""Rinitis, rinofaringitis y faringitis crónicas"",2"
"J32","J00-J99,J30–J39 ,,,,Sinusitis crónica,2"
"J33","J00-J99,J30–J39 ,,,,Pólipo nasal,2"
"J20","J00-J99,J20-J22,,,,Bronquitis aguda,2"
"J21","J00-J99,J20-J22,,,,Bronquiolitis aguda,2"
"J22","J00-J99,J20-J22,,,,Infección aguda no especificada de las vías respiratorias inferiores,2"
"J09","J00-J99,J09–J18 ,,,,Influenza debida a virus de la influenza aviar identificado,2"
"J10","J00-J99,J09–J18 ,,,,Influenza debida a otro virus de la influenza identificado,2"
"J11","J00-J99,J09–J18 ,,,,Influenza debida a virus no identificado,2"
"J12","J00-J99,J09–J18 ,,,,""Neumonía viral, no clasificada en otra parte"",2"
"J00","J00-J99,J00-J06,,,,Rinofaringitis aguda [resfriado común],2"
"J01","J00-J99,J00-J06,,,,Sinusitis aguda,2"
"J02","J00-J99,J00-J06,,,,Faringitis aguda,2"
"J03","J00-J99,J00-J06,,,,Amigdalitis aguda,2"
"J04","J00-J99,J00-J06,,,,Laringitis y traqueítis agudas,2"
"J05","J00-J99,J00-J06,,,,Laringitis obstructiva aguda [crup] y epiglotitis,2"
"K55","K00-K95,K55-K63,,,,Trastornos vasculares de los intestinos,2"
"K56","K00-K95,K55-K63,,,,Íleo paralítico y obstrucción intestinal sin hernia,2"
"K57","K00-K95,K55-K63,,,,Enfermedad diverticular del intestino,2"
"K58","K00-K95,K55-K63,,,,Síndrome del colon irritable,2"
"K59","K00-K95,K55-K63,,,,Otros trastornos funcionales del intestino,2"
"K60","K00-K95,K55-K63,,,,Fisura y fístula de las regiones anal y rectal,2"
"K61","K00-K95,K55-K63,,,,Absceso de las regiones anal y rectal,2"
"K50","K00-K95,K50-K52,,,,Enfermedad de Crohn [enteritis regional],2"
